item,price,high_alch,low_alch
Oil lantern frame,50.0,54.0,36.0
Old demon mask,41967.0,2400.0,1600.0
Old school bond,13765659.0,,
Olive oil(1),20.0,8.0,5.0
Olive oil(2),33.0,10.0,6.0
Olive oil(3),50.0,12.0,8.0
Olive oil(4),56.0,13.0,8.0
Onion,105.0,1.0,1.0
Onion & tomato,14.0,3.0,2.0
Onion seed,2.0,1.0,1.0
Onions(10),1774.0,1.0,1.0
Onyx,2681867.0,120000.0,80000.0
Onyx amulet,2567019.0,120600.0,80400.0
Onyx amulet (u),2306622.0,120600.0,80400.0
Onyx bolt tips,8724.0,600.0,400.0
Onyx bolts,8875.0,8179.0,5453.0
Onyx bolts (e),8711.0,9000.0,6000.0
Onyx bracelet,2451115.0,120600.0,80400.0
Onyx dragon bolts,10953.0,8340.0,5560.0
Onyx dragon bolts (e),9678.0,9480.0,6320.0
Onyx necklace,2409717.0,120600.0,80400.0
Onyx ring,2094396.0,120600.0,80400.0
Opal,391.0,60.0,40.0
Opal amulet,635.0,540.0,360.0
Opal amulet (u),536.0,540.0,360.0
Opal bolt tips,44.0,4.0,2.0
Opal bolts,49.0,4.0,2.0
Opal bolts (e),6.0,4.0,2.0
Opal bracelet,887.0,690.0,460.0
Opal dragon bolts,2420.0,330.0,220.0
Opal dragon bolts (e),2950.0,348.0,232.0
Opal machete,340.0,300.0,200.0
Opal necklace,1098.0,630.0,420.0
Opal ring,876.0,630.0,420.0
Opulent table (flatpack),67503.0,6.0,4.0
Orange,66.0,1.0,1.0
Orange boater,6580.0,135.0,90.0
Orange cape,1282.0,19.0,12.0
Orange chunks,92.0,1.0,1.0
Orange dye,514.0,3.0,2.0
Orange feather,18.0,9.0,6.0
Orange flowers,141.0,60.0,40.0
Orange salamander,113.0,60.0,40.0
Orange sapling,181.0,1.0,1.0
Orange slices,258.0,1.0,1.0
Orange tree seed,31.0,18.0,12.0
Oranges(5),689.0,1.0,1.0
Ornate maul handle,670726.0,1.0,1.0
Osman's report,2.0,1.0,1.0
Osmumten's fang,11860177.0,1.0,1.0
Ourania teleport (tablet),975.0,1.0,1.0
Ourg bones,72095.0,1.0,1.0
Oyster,79.0,120.0,80.0
Oyster pearl,83.0,67.0,44.0
Oyster pearls,1000.0,840.0,560.0
Paddewwa teleport (tablet),972.0,1.0,1.0
Palm sapling,21835.0,1.0,1.0
Palm tree seed,19537.0,152.0,101.0
Pantaloons,5528.0,1200.0,800.0
Papaya fruit,2325.0,38.0,25.0
Papaya sapling,2547.0,1.0,1.0
Papaya tree seed,1643.0,69.0,46.0
Papyrus,280.0,6.0,4.0
Partyhat & specs,1243604.0,1080.0,720.0
Partyhat set,64729.0,6.0,4.0
Pastry dough,245.0,1.0,1.0
Pat of butter,26.0,2.0,1.0
Peaceful blessing,5706.0,48.0,32.0
Pearl bolt tips,63.0,7.0,4.0
Pearl bolts,80.0,7.0,5.0
Pearl bolts (e),9.0,9.0,6.0
Pearl dragon bolts,973.0,390.0,260.0
Pearl dragon bolts (e),1240.0,408.0,272.0
Pegasian boots,38403503.0,45000.0,30000.0
Pegasian crystal,525554.0,27000.0,18000.0
Penguin mask,30680.0,720.0,480.0
Perfected quetzal whistle blueprint,14928.0,4500.0,3000.0
Pest control teleport,931.0,6.0,4.0
Pestle and mortar,188.0,2.0,1.0
Pharaoh's sceptre (uncharged),7220606.0,1.0,1.0
Phoenix necklace,2245.0,2430.0,1620.0
Phrin remains,3424.0,1.0,1.0
Pie dish,23.0,1.0,1.0
Pie recipe book,109.0,3.0,2.0
Pie shell,424.0,2.0,1.0
Pike,33.0,12.0,8.0
Pile of salt,302.0,12.0,8.0
Pineapple,153.0,1.0,1.0
Pineapple chunks,203.0,1.0,1.0
Pineapple pizza,909.0,60.0,40.0
Pineapple punch,76.0,18.0,12.0
Pineapple ring,89.0,1.0,1.0
Pineapple sapling,492.0,1.0,1.0
Pineapple seed,100.0,44.0,29.0
Pink boater,6977.0,135.0,90.0
Pink boots,1257.0,120.0,80.0
Pink cape,5574.0,1.0,1.0
Pink elegant blouse,88771.0,1200.0,800.0
Pink elegant legs,6050.0,1200.0,800.0
Pink elegant shirt,3738.0,1200.0,800.0
Pink elegant skirt,50242.0,1200.0,800.0
Pink hat,1111.0,96.0,64.0
Pink headband,3006.0,24.0,16.0
Pink robe bottoms,223.0,108.0,72.0
Pink robe top,957.0,108.0,72.0
Pink skirt,99.0,1.0,1.0
Pirate bandana (blue),667.0,60.0,40.0
Pirate bandana (brown),1303.0,60.0,40.0
Pirate bandana (red),866.0,60.0,40.0
Pirate bandana (white),469.0,60.0,40.0
Pirate boots,855.0,210.0,140.0
Pirate hat & patch,867620.0,1800.0,1200.0
Pirate leggings (beige),422.0,210.0,140.0
Pirate leggings (blue),631.0,210.0,140.0
Pirate leggings (brown),596.0,210.0,140.0
Pirate leggings (red),728.0,210.0,140.0
Pirate's hat,97084.0,108.0,72.0
Pirate's hook,2799164.0,53.0,35.0
Piscarilius banner,9689.0,42.0,28.0
Piscarilius hood,5232.0,1.0,1.0
Piscarilius scarf,5867.0,6000.0,4000.0
Piscatoris teleport,7804.0,6.0,4.0
Pith helmet,4988.0,516.0,344.0
Pitta bread,73.0,6.0,4.0
Pizza base,206.0,2.0,1.0
Plain pizza,552.0,24.0,16.0
Plank,301.0,1.0,1.0
Plant cure,144.0,24.0,16.0
Pointed blood'n'tar snelm,1023.0,180.0,120.0
Pointed bruise blue snelm,4519.0,180.0,120.0
Pointed myre snelm,108.0,180.0,120.0
Pointed ochre snelm,522.0,180.0,120.0
Poison (item),713.0,1.0,1.0
Poison chalice,2028.0,12.0,8.0
Poison ivy berries,103.0,39.0,26.0
Poison ivy seed,17.0,99.0,66.0
Polar camo legs,12783.0,12.0,8.0
Polar camo top,11930.0,12.0,8.0
Polar kebbit fur,2141.0,6.0,4.0
Polished buttons,1070.0,1.0,1.0
Pot,15.0,1.0,1.0
Pot lid,640.0,9.0,6.0
Pot of cornflour,1420.0,6.0,4.0
Pot of cream,7.0,1.0,1.0
Pot of flour,119.0,6.0,4.0
Potato,55.0,1.0,1.0
Potato cactus,52.0,1.0,1.0
Potato cactus seed,12.0,84.0,56.0
Potato seed,2.0,1.0,1.0
Potato with butter,421.0,4.0,3.0
Potato with cheese,225.0,4.0,3.0
Potatoes(10),1065.0,1.0,1.0
Pottery scarab,100.0,6.0,4.0
Pottery statuette,99.0,6.0,4.0
Prayer mix(1),2111.0,45.0,30.0
Prayer mix(2),4443.0,68.0,45.0
Prayer potion(1),2149.0,45.0,30.0
Prayer potion(2),4255.0,68.0,45.0
Prayer potion(3),6423.0,91.0,60.0
Prayer potion(4),8753.0,114.0,76.0
Prayer regeneration potion(1),26265.0,90.0,60.0
Prayer regeneration potion(2),64412.0,120.0,80.0
Prayer regeneration potion(3),68421.0,150.0,100.0
Prayer regeneration potion(4),119879.0,180.0,120.0
Premade blurb' sp.,849.0,18.0,12.0
Premade c+t batta,46.0,72.0,48.0
Premade ch' crunch,52.0,51.0,34.0
Premade choc bomb,119.0,96.0,64.0
Premade choc s'dy,51.0,18.0,12.0
Premade dr' dragon,30.0,18.0,12.0
Premade fr' blast,31.0,18.0,12.0
Premade fr't batta,43.0,72.0,48.0
Premade p' punch,27.0,18.0,12.0
Premade s'y crunch,47.0,51.0,34.0
Premade sgg,25.0,18.0,12.0
Premade t'd batta,43.0,72.0,48.0
Premade t'd crunch,663.0,51.0,34.0
Premade ttl,84.0,96.0,64.0
Premade veg ball,47.0,90.0,60.0
Premade veg batta,43.0,72.0,48.0
Premade w'm batta,44.0,72.0,48.0
Premade w'm crun',44.0,51.0,34.0
Premade wiz blz'd,26.0,18.0,12.0
Premade worm hole,52.0,90.0,60.0
Priest gown (bottom),19.0,3.0,2.0
Priest gown (top),58.0,3.0,2.0
Primordial boots,26521143.0,45000.0,30000.0
Primordial crystal,26480618.0,27000.0,18000.0
Proboscis,319.0,3.0,2.0
Proselyte cuisse,7020.0,6000.0,4000.0
Proselyte harness f,28599.0,15000.0,10000.0
Proselyte harness m,28927.0,15000.0,10000.0
Proselyte hauberk,7218.0,7200.0,4800.0
Proselyte sallet,4657.0,4800.0,3200.0
Proselyte tasset,5667.0,6000.0,4000.0
Pumpkin,11063.0,18.0,12.0
Pure essence,1.0,2.0,1.0
Purple boater,8246.0,135.0,90.0
Purple boots,1373.0,300.0,200.0
Purple cape,1060.0,19.0,12.0
Purple dye,472.0,3.0,2.0
Purple elegant blouse,36633.0,1200.0,800.0
Purple elegant legs,5487.0,1200.0,800.0
Purple elegant shirt,5441.0,1200.0,800.0
Purple elegant skirt,17207.0,1200.0,800.0
Purple firelighter,91.0,9.0,6.0
Purple flowers,597.0,60.0,40.0
Purple gloves,1148.0,300.0,200.0
Purple hat,1560.0,300.0,200.0
Purple partyhat,9762.0,1.0,1.0
Purple robe bottoms,631.0,300.0,200.0
Purple robe top,485.0,300.0,200.0
Purple sweets,10656.0,9.0,6.0
Pyre logs,2108.0,4.0,3.0
Pyrophosphite,98.0,18.0,12.0
Quetzal feed,7871.0,30.0,20.0
Rabbit foot,1780.0,18.0,12.0
Rabbit snare,1.0,9.0,6.0
Raging echoes banner,11173.0,600.0,400.0
Raging echoes boots (t1),152506.0,1.0,1.0
Raging echoes boots (t2),704237.0,1.0,1.0
Raging echoes boots (t3),945385.0,1.0,1.0
Raging echoes cane,299534.0,1.0,1.0
Raging echoes curtains,270540.0,1.0,1.0
Raging echoes death scroll,176815.0,1.0,1.0
Raging echoes hat (t1),195705.0,1.0,1.0
Raging echoes hat (t2),739872.0,1.0,1.0
Raging echoes hat (t3),2042448.0,1.0,1.0
Raging echoes nexus scroll,180113.0,1.0,1.0
Raging echoes npc contact scroll,178511.0,1.0,1.0
Raging echoes portal scroll,142169.0,1.0,1.0
Raging echoes relic hunter (t1) armour set,272852.0,1.0,1.0
Raging echoes relic hunter (t2) armour set,1196816.0,1.0,1.0
Raging echoes relic hunter (t3) armour set,6664782.0,1.0,1.0
Raging echoes robeskirt (t1),150975.0,1.0,1.0
Raging echoes robeskirt (t2),732992.0,1.0,1.0
Raging echoes robeskirt (t3),862135.0,1.0,1.0
Raging echoes rug,268697.0,1.0,1.0
Raging echoes scrying pool scroll,147380.0,1.0,1.0
Raging echoes spirit tree scroll,128102.0,15000.0,10000.0
Raging echoes top (t1),154035.0,1.0,1.0
Raging echoes top (t2),738372.0,1.0,1.0
Raging echoes top (t3),1442838.0,1.0,1.0
Rain bow,276319.0,300.0,200.0
Rainbow fish,117.0,72.0,48.0
Rake,108.0,3.0,2.0
Ranarr potion (unf),6180.0,15.0,10.0
Ranarr seed,24154.0,30.0,20.0
Ranarr weed,5927.0,15.0,10.0
Ranger boots,37606972.0,120.0,80.0
Ranger gloves,645068.0,2040.0,1360.0
Rangers' tights,198147.0,12000.0,8000.0
Rangers' tunic,5510311.0,7200.0,4800.0
Ranging mix(1),450.0,86.0,57.0
Ranging mix(2),1035.0,129.0,86.0
Ranging potion(1),552.0,86.0,57.0
Ranging potion(2),1083.0,129.0,86.0
Ranging potion(3),1650.0,172.0,115.0
Ranging potion(4),2260.0,216.0,144.0
Raurg bones,8776.0,1.0,1.0
Raw admiral pie,1334.0,93.0,62.0
Raw anchovies,34.0,9.0,6.0
Raw anglerfish,1530.0,270.0,180.0
Raw barb-tailed kebbit,348.0,1.0,1.0
Raw bass,16.0,24.0,16.0
Raw bear meat,47.0,1.0,1.0
Raw beast meat,87.0,15.0,10.0
Raw beef,49.0,1.0,1.0
Raw bird meat,33.0,10.0,6.0
Raw boar meat,495.0,1.0,1.0
Raw cave eel,173.0,9.0,6.0
Raw chicken,41.0,1.0,1.0
Raw chompy,2158.0,51.0,34.0
Raw cod,49.0,6.0,4.0
Raw dark crab,1219.0,195.0,130.0
Raw dashing kebbit,1381.0,1.0,1.0
Raw fish pie,1339.0,30.0,20.0
Raw garden pie,1280.0,7.0,4.0
Raw graahk,172.0,1.0,1.0
Raw herring,154.0,6.0,4.0
Raw jubbly,739.0,60.0,40.0
Raw karambwan,338.0,120.0,80.0
Raw kyatt,116.0,1.0,1.0
Raw larupia,196.0,1.0,1.0
Raw lobster,74.0,42.0,28.0
Raw mackerel,33.0,9.0,6.0
Raw manta ray,1386.0,120.0,80.0
Raw monkfish,230.0,138.0,92.0
Raw moonlight antelope,2478.0,1.0,1.0
Raw mud pie,1457.0,16.0,10.0
Raw mystery meat,471.0,1.0,1.0
Raw oomlie,3547.0,6.0,4.0
Raw pike,121.0,12.0,8.0
Raw pyre fox,137.0,1.0,1.0
Raw rabbit,173.0,12.0,8.0
Raw rainbow fish,601.0,72.0,48.0
Raw rat meat,50.0,1.0,1.0
Raw salmon,60.0,18.0,12.0
Raw sardine,94.0,6.0,4.0
Raw sea turtle,753.0,120.0,80.0
Raw shark,758.0,102.0,68.0
Raw shrimps,110.0,3.0,2.0
Raw slimy eel,220.0,1.0,1.0
Raw summer pie,1152.0,42.0,28.0
Raw sunlight antelope,420.0,1.0,1.0
Raw swordfish,94.0,48.0,32.0
Raw trout,191.0,6.0,4.0
Raw tuna,64.0,24.0,16.0
Raw ugthanki meat,1161.0,1.0,1.0
Raw wild kebbit,726.0,1.0,1.0
Raw wild pie,4267.0,54.0,36.0
Raw yak meat,110.0,1.0,1.0
Red bead,1820.0,2.0,1.0
Red beret,21698.0,48.0,32.0
Red boater,29912.0,135.0,90.0
Red boots,1906.0,300.0,200.0
Red cape,80.0,1.0,1.0
Red cavalier,4601.0,120.0,80.0
Red chinchompa,2076.0,96.0,64.0
Red d'hide body,6070.0,6738.0,4492.0
Red d'hide body (g),6539.0,6738.0,4492.0
Red d'hide body (t),6297.0,6738.0,4492.0
Red d'hide chaps,2663.0,3108.0,2072.0
Red d'hide chaps (g),11875.0,3108.0,2072.0
Red d'hide chaps (t),3878.0,3108.0,2072.0
Red d'hide shield,6859.0,6600.0,4400.0
Red d'hide vambraces,1775.0,2160.0,1440.0
Red dragon leather,3135.0,54.0,36.0
Red dragon mask,6655.0,6000.0,4000.0
Red dragonhide,2905.0,87.0,58.0
Red dragonhide set,12849.0,3000.0,2000.0
Red dye,392.0,3.0,2.0
Red elegant blouse,87797.0,1200.0,800.0
Red elegant legs,8344.0,1200.0,800.0
Red elegant shirt,12540.0,1200.0,800.0
Red elegant skirt,12758.0,1200.0,800.0
Red feather,21.0,6.0,4.0
Red firelighter,76.0,9.0,6.0
Red flowers,95.0,60.0,40.0
Red gloves,1248.0,300.0,200.0
Red halloween mask,9480.0,9.0,6.0
Red hat,1753.0,300.0,200.0
Red headband,2896.0,24.0,16.0
Red partyhat,5871.0,1.0,1.0
Red robe bottoms,1091.0,300.0,200.0
Red robe top,881.0,300.0,200.0
Red salamander,50.0,90.0,60.0
Red spiders' eggs,381.0,4.0,2.0
Red spiky vambraces,1738.0,2160.0,1440.0
Red topaz,2013.0,120.0,80.0
Red topaz machete,14923.0,1200.0,800.0
Redberries,53.0,1.0,1.0
Redberry pie,121.0,7.0,4.0
Redberry seed,2.0,2.0,1.0
Redwood bird house,1750.0,3.0,2.0
Redwood logs,514.0,270.0,180.0
Redwood pyre logs,3820.0,537.0,358.0
Redwood sapling,22535.0,1.0,1.0
Redwood shield,365.0,768.0,512.0
Redwood tree seed,21040.0,390.0,260.0
Regen bracelet,2783531.0,121200.0,80800.0
Relicym's balm(1),141.0,45.0,30.0
Relicym's balm(2),308.0,90.0,60.0
Relicym's balm(3),393.0,120.0,80.0
Relicym's balm(4),640.0,135.0,90.0
Relicym's mix(1),274.0,45.0,30.0
Relicym's mix(2),499.0,90.0,60.0
Restore mix(1),198.0,26.0,17.0
Restore mix(2),107.0,39.0,26.0
Restore potion(1),24.0,26.0,17.0
Restore potion(2),38.0,39.0,26.0
Restore potion(3),40.0,52.0,35.0
Restore potion(4),100.0,66.0,44.0
Revenant cave teleport,529.0,6.0,4.0
Revenant ether,179.0,150.0,100.0
Ribcage piece,18197.0,36.0,24.0
Right eye patch,156.0,1.0,1.0
Ring mould,98.0,3.0,2.0
Ring of 3rd age,4647811.0,7200.0,4800.0
Ring of coins,16178773.0,4800.0,3200.0
Ring of dueling(8),674.0,765.0,510.0
Ring of endurance (uncharged),8497625.0,38400.0,25600.0
Ring of forging,1033.0,1215.0,810.0
Ring of life,1921.0,2115.0,1410.0
Ring of nature,9686864.0,4800.0,3200.0
Ring of pursuit,1543.0,630.0,420.0
Ring of recoil,839.0,540.0,360.0
Ring of returning(5),917.0,765.0,510.0
Ring of stone,1340029.0,121200.0,80800.0
Ring of suffering,22828899.0,120600.0,80400.0
Ring of the elements,1102552.0,1.0,1.0
Ring of the gods,2316276.0,30000.0,20000.0
Ring of wealth,11979.0,10575.0,7050.0
Ring of wealth (5),13851.0,10575.0,7050.0
Ring of wealth scroll,5620.0,3000.0,2000.0
Ritual mulch,6975.0,1.0,1.0
Riyl remains,4031.0,1.0,1.0
Roast beast meat,26.0,15.0,10.0
Roast bird meat,17.0,10.0,6.0
Roast rabbit,106.0,12.0,8.0
Robe bottom of darkness,62545.0,48000.0,32000.0
Robe top of darkness,75158.0,72000.0,48000.0
Robin hood hat,1502027.0,270.0,180.0
Rock hammer,633.0,300.0,200.0
Rock thrownhammer,249.0,120.0,80.0
Rock-climbing boots,82610.0,1.0,1.0
Rock-shell boots,347.0,390.0,260.0
Rock-shell chunk,11378.0,36.0,24.0
Rock-shell gloves,681.0,390.0,260.0
Rock-shell helm,36004.0,21120.0,14080.0
Rock-shell legs,39638.0,38400.0,25600.0
Rock-shell plate,38266.0,39000.0,26000.0
Rock-shell shard,16009.0,36.0,24.0
Rock-shell splinter,18713.0,36.0,24.0
Rocking chair (flatpack),74.0,6.0,4.0
Roe,132.0,12.0,8.0
Rolling pin,20476.0,8640.0,5760.0
Rope,79.0,10.0,7.0
Rosemary,111.0,1.0,1.0
Rosemary seed,3.0,2.0,1.0
Royal crown,209388.0,3600.0,2400.0
Royal gown bottom,6213.0,3000.0,2000.0
Royal gown top,22695.0,3000.0,2000.0
Royal sceptre,13749.0,3000.0,2000.0
Ruby,814.0,600.0,400.0
Ruby amulet,1227.0,1215.0,810.0
Ruby amulet (u),1093.0,1215.0,810.0
Ruby bolt tips,85.0,40.0,26.0
Ruby bolts,138.0,75.0,50.0
Ruby bolts (e),52.0,82.0,55.0
Ruby bracelet,1200.0,1395.0,930.0
Ruby dragon bolts,2821.0,480.0,320.0
Ruby dragon bolts (e),2893.0,498.0,332.0
Ruby harvest (item),199.0,10.0,7.0
Ruby harvest mix (1),800.0,10.0,7.0
Ruby harvest mix (2),700.0,10.0,7.0
Ruby necklace,1106.0,1305.0,870.0
Ruby ring,1049.0,1215.0,810.0
Rum,21.0,3.0,2.0
Rune 2h sword,37952.0,38400.0,25600.0
Rune armour set (lg),132105.0,45000.0,30000.0
Rune armour set (sk),131941.0,45000.0,30000.0
Rune arrow,62.0,240.0,160.0
Rune arrow(p),212.0,240.0,160.0
Rune arrow(p+),397.0,240.0,160.0
Rune arrow(p++),1033.0,240.0,160.0
Rune arrowtips,329.0,120.0,80.0
Rune axe,7255.0,7680.0,5120.0
Rune battleaxe,24579.0,24960.0,16640.0
Rune boots,7546.0,7500.0,5000.0
Rune brutal,1028.0,270.0,180.0
Rune cane,8081.0,8640.0,5760.0
Rune chainbody,29549.0,30000.0,20000.0
Rune claws,8281.0,7200.0,4800.0
Rune crossbow,10261.0,9720.0,6480.0
Rune dagger,4447.0,4800.0,3200.0
Rune dagger(p),5706.0,4800.0,3200.0
Rune dagger(p+),4243.0,4800.0,3200.0
Rune dagger(p++),9455.0,4800.0,3200.0
Rune dart,171.0,210.0,140.0
Rune dart tip,1194.0,105.0,70.0
Rune dart(p),167.0,210.0,140.0
Rune dart(p+),676.0,210.0,140.0
Rune dart(p++),1231.0,210.0,140.0
Rune defender ornament kit,12740.0,3000.0,2000.0
Rune dragon mask,26500.0,6000.0,4000.0
Rune essence,10.0,2.0,1.0
Rune felling axe,2068591.0,7680.0,5120.0
Rune full helm,20629.0,21120.0,14080.0
Rune full helm (g),124024.0,21120.0,14080.0
Rune full helm (t),24993.0,21120.0,14080.0
Rune gold-trimmed set (lg),416160.0,48000.0,32000.0
Rune gold-trimmed set (sk),389429.0,48000.0,32000.0
Rune halberd,37402.0,38400.0,25600.0
Rune hasta,11873.0,12480.0,8320.0
Rune hasta(p),20992.0,12480.0,8320.0
Rune hasta(p+),21969.0,12480.0,8320.0
Rune hasta(p++),19601.0,12480.0,8320.0
Rune helm (h1),74499.0,21120.0,14080.0
Rune helm (h2),23303.0,21120.0,14080.0
Rune helm (h3),24538.0,21120.0,14080.0
Rune helm (h4),20896.0,21120.0,14080.0
Rune helm (h5),21840.0,21120.0,14080.0
Rune javelin,184.0,240.0,160.0
Rune javelin heads,626.0,810.0,540.0
Rune javelin(p),535.0,240.0,160.0
Rune javelin(p+),699.0,240.0,160.0
Rune javelin(p++),1334.0,240.0,160.0
Rune kiteshield,32117.0,32640.0,21760.0
Rune kiteshield (g),127522.0,32640.0,21760.0
Rune kiteshield (t),33647.0,32640.0,21760.0
Rune knife,115.0,100.0,66.0
Rune knife(p),390.0,99.0,66.0
Rune knife(p+),512.0,99.0,66.0
Rune knife(p++),329.0,99.0,66.0
Rune longsword,18770.0,19200.0,12800.0
Rune mace,8168.0,8640.0,5760.0
Rune med helm,11104.0,11520.0,7680.0
Rune nails,806.0,132.0,88.0
Rune pickaxe,18655.0,19200.0,12800.0
Rune platebody,38531.0,39000.0,26000.0
Rune platebody (g),88704.0,39000.0,26000.0
Rune platebody (h1),68769.0,39000.0,26000.0
Rune platebody (h2),42675.0,39000.0,26000.0
Rune platebody (h3),43857.0,39000.0,26000.0
Rune platebody (h4),48029.0,39000.0,26000.0
Rune platebody (h5),42381.0,39000.0,26000.0
Rune platebody (t),39077.0,39000.0,26000.0
Rune platelegs,37883.0,38400.0,25600.0
Rune platelegs (g),54889.0,38400.0,25600.0
Rune platelegs (t),38933.0,38400.0,25600.0
Rune plateskirt,37845.0,38400.0,25600.0
Rune plateskirt (g),37994.0,38400.0,25600.0
Rune plateskirt (t),38618.0,38400.0,25600.0
Rune pouch note,3379649.0,1.0,1.0
Rune scimitar,14870.0,15360.0,10240.0
Rune scimitar ornament kit (guthix),5552.0,3000.0,2000.0
Rune scimitar ornament kit (saradomin),20256.0,3000.0,2000.0
Rune scimitar ornament kit (zamorak),20850.0,3000.0,2000.0
Rune shield (h1),65806.0,32640.0,21760.0
Rune shield (h2),34448.0,32640.0,21760.0
Rune shield (h3),34150.0,32640.0,21760.0
Rune shield (h4),33941.0,32640.0,21760.0
Rune shield (h5),34420.0,32640.0,21760.0
Rune spear,11954.0,12480.0,8320.0
Rune spear(p),17995.0,12480.0,8320.0
Rune spear(p+),21409.0,12480.0,8320.0
Rune spear(p++),19808.0,12480.0,8320.0
Rune sq shield,22588.0,23040.0,15360.0
Rune sword,11985.0,12480.0,8320.0
Rune thrownaxe,201.0,264.0,176.0
Rune trimmed set (lg),169087.0,48000.0,32000.0
Rune trimmed set (sk),186503.0,48000.0,32000.0
Rune warhammer,25271.0,24900.0,16600.0
Runescroll of bloodbark,1518.0,360.0,240.0
Runescroll of swampbark,1162.0,240.0,160.0
Runite bar,12401.0,3000.0,2000.0
Runite bolts,69.0,180.0,120.0
Runite bolts (p),272.0,180.0,120.0
Runite bolts (p+),395.0,180.0,120.0
Runite bolts (p++),1010.0,180.0,120.0
Runite bolts (unf),149.0,1.0,1.0
Runite crossbow (u),9489.0,9700.0,6466.0
Runite limbs,9334.0,9600.0,6400.0
Runite ore,10703.0,1920.0,1280.0
Sacred oil(1),785.0,36.0,24.0
Sacred oil(2),1414.0,45.0,30.0
Sacred oil(3),2635.0,54.0,36.0
Sacred oil(4),2699.0,60.0,40.0
Sagacious spectacles,1116924.0,840.0,560.0
Salmon,65.0,18.0,12.0
Saltpetre,7.0,3.0,2.0
Salve graveyard teleport (tablet),2356.0,1.0,1.0
Samurai boots,12883.0,2700.0,1800.0
Samurai gloves,49536.0,1920.0,1280.0
Samurai greaves,40180.0,1920.0,1280.0
Samurai kasa,35113.0,2400.0,1600.0
Samurai shirt,47939.0,4200.0,2800.0
Sandstone (10kg),2775.0,1.0,1.0
Sandstone (1kg),2.0,1.0,1.0
Sandstone (2kg),41.0,1.0,1.0
Sandstone (5kg),11.0,1.0,1.0
Sandwich lady bottom,4599.0,180.0,120.0
Sandwich lady hat,4991.0,120.0,80.0
Sandwich lady top,5384.0,300.0,200.0
Sandworms,95.0,54.0,36.0
Sanfew serum(1),3508.0,72.0,48.0
Sanfew serum(2),6889.0,108.0,72.0
Sanfew serum(3),11047.0,144.0,96.0
Sanfew serum(4),15486.0,180.0,120.0
Sanguinesti staff (uncharged),70653767.0,3000000.0,2000000.0
Santa hat,13891.0,96.0,64.0
Sapphire,262.0,150.0,100.0
Sapphire amulet,559.0,540.0,360.0
Sapphire amulet (u),419.0,540.0,360.0
Sapphire bolt tips,30.0,10.0,6.0
Sapphire bolts,73.0,22.0,14.0
Sapphire bolts (e),13.0,24.0,16.0
Sapphire bracelet,579.0,690.0,460.0
Sapphire dragon bolts,2688.0,450.0,300.0
Sapphire dragon bolts (e),2930.0,468.0,312.0
Sapphire glacialis (item),581.0,18.0,12.0
Sapphire glacialis mix (1),700.0,18.0,12.0
Sapphire glacialis mix (2),700.0,18.0,12.0
Sapphire necklace,498.0,630.0,420.0
Sapphire ring,515.0,540.0,360.0
Sarachnis cudgel,175080.0,72000.0,48000.0
Saradomin armour set (lg),269359.0,48000.0,32000.0
Saradomin armour set (sk),273170.0,48000.0,32000.0
Saradomin bracers,59323.0,2400.0,1600.0
Saradomin brew(1),3065.0,75.0,50.0
Saradomin brew(2),5911.0,90.0,60.0
Saradomin brew(3),8857.0,105.0,70.0
Saradomin brew(4),12203.0,120.0,80.0
Saradomin chaps,356613.0,3600.0,2400.0
Saradomin cloak,86032.0,1200.0,800.0
Saradomin coif,61204.0,1200.0,800.0
Saradomin crozier,6895.0,3000.0,2000.0
Saradomin d'hide body,162206.0,7800.0,5200.0
Saradomin d'hide boots,465077.0,5580.0,3720.0
Saradomin d'hide shield,445244.0,17000.0,11333.0
Saradomin dragonhide set,693100.0,5400.0,3600.0
Saradomin full helm,79246.0,21120.0,14080.0
Saradomin godsword,34975209.0,750000.0,500000.0
Saradomin godsword ornament kit,1921660.0,3000.0,2000.0
Saradomin hilt,33723590.0,300000.0,200000.0
Saradomin kiteshield,66071.0,32640.0,21760.0
Saradomin mitre,22218.0,3000.0,2000.0
Saradomin mjolnir,8782.0,375.0,250.0
Saradomin page 1,1550.0,120.0,80.0
Saradomin page 2,1662.0,120.0,80.0
Saradomin page 3,1647.0,120.0,80.0
Saradomin page 4,1490.0,120.0,80.0
Saradomin platebody,60808.0,39000.0,26000.0
Saradomin platelegs,49671.0,38400.0,25600.0
Saradomin plateskirt,37901.0,38400.0,25600.0
Saradomin robe legs,99382.0,4200.0,2800.0
Saradomin robe top,105412.0,4200.0,2800.0
Saradomin stole,5810.0,1500.0,1000.0
Saradomin sword,185987.0,78000.0,52000.0
Saradomin's light,46934.0,20760.0,13840.0
Saradomin's tear,4991730.0,24000.0,16000.0
Sardine,36.0,6.0,4.0
Saturated heart,108173782.0,1.0,1.0
Saw,275.0,6.0,4.0
Sawmill voucher,752.0,1.0,1.0
Scaly blue dragonhide,571.0,1.0,1.0
Scrambled egg,30.0,4.0,3.0
Scythe of vitur (uncharged),1685278557.0,2400000.0,1600000.0
Sea turtle,1025.0,120.0,80.0
Searing page,13432.0,120.0,80.0
Seasoned sardine,883.0,6.0,4.0
Seaweed,14.0,1.0,1.0
Seaweed spore,269.0,12.0,8.0
Secateurs,50.0,3.0,2.0
Secateurs attachment,135.0,1.0,1.0
